Name,Date Released,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Did They Win?
Fearless,2008-11-10,60,0.5927692307692307,0.6373076923076924,-5.276000000000001,0.03299230769230769,0.1759369230769231,0.14555384615384617,0.38423076923076926,113.23546153846152,1
The Suburbs,2010,71,0.44862499999999994,0.7213812500000001,-7.534562500000001,0.045250000000000005,0.2175929375,0.20523750000000007,0.41834375,127.59106249999998,1
21,2011-01-19,77,0.5810909090909092,0.5340909090909091,-6.081727272727273,0.03601818181818182,0.4393709090909091,0.11753636363636363,0.41463636363636364,133.4969090909091,1
Babel,2012-09-21,52,0.40425,0.5581666666666667,-8.33375,0.038816666666666666,0.18586333333333335,0.12702499999999997,0.28153333333333336,116.00108333333333,1
Random Access Memories,2013-05-17,64,0.6864615384615386,0.5858461538461538,-10.704076923076922,0.04431538461538462,0.2879061538461538,0.1328769230769231,0.4882307692307692,114.47107692307691,1
Morning Phase,2014-01-01,47,0.46335384615384617,0.39992307692307694,-9.842538461538462,0.030169230769230768,0.4307076923076923,0.12515384615384617,0.22069230769230772,114.18592307692307,1
1989,2014-01-01,71,0.6502307692307692,0.6987692307692307,-6.236461538461539,0.06625384615384616,0.11317538461538462,0.15457692307692308,0.46190769230769235,118.55246153846154,1
25,2015-11-20,74,0.4846363636363637,0.49981818181818183,-6.171909090909091,0.04371818181818183,0.36857272727272733,0.14803636363636363,0.294090909090909,130.33200000000002,1
24K Magic,2016-11-17,83,0.6905555555555555,0.6903333333333334,-5.385222222222222,0.06698888888888889,0.042789999999999995,0.13526666666666667,0.6958888888888889,136.3101111111111,1
Golden Hour,2018-03-30,72,0.6136923076923078,0.5343846153846153,-7.148846153846155,0.0362,0.41243846153846153,0.1094923076923077,0.4596153846153846,108.53146153846154,1
Supernatural (Remastered),1999-06-15,41,0.5827857142857144,0.7920714285714286,-6.360285714285715,0.059242857142857146,0.2065857142857143,0.17942857142857144,0.734,112.04100000000001,1
Two Against Nature,2000-02-29,33,0.8077777777777777,0.49099999999999994,-9.403777777777776,0.044866666666666666,0.3588888888888888,0.11773333333333334,0.6843333333333333,121.68688888888889,1
"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",2000-12-05,40,0.5600526315789474,0.21618947368421051,-15.452157894736843,0.0690421052631579,0.8580526315789474,0.15206315789473684,0.5519999999999999,112.17463157894736,1
"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",2000-12-05,0,0.5600526315789474,0.21618947368421051,-15.452157894736843,0.0690421052631579,0.8580526315789474,0.15206315789473684,0.5519999999999999,112.17463157894736,1
Come Away With Me,2002-02-26,73,0.5686428571428571,0.17262142857142854,-13.59964285714286,0.03304285714285714,0.8799999999999999,0.12375,0.35842857142857143,101.33214285714287,1
Speakerboxxx/The Love Below,2003,38,0.6729,0.6639499999999999,-7.934750000000001,0.23419500000000001,0.2931828249999999,0.19952999999999999,0.5598500000000001,115.92452499999997,1
Genius Loves Company,2004-08-30,42,0.48175000000000007,0.4245833333333333,-9.703999999999999,0.063525,0.6055,0.162325,0.36755000000000004,118.47516666666668,1
How To Dismantle An Atomic Bomb,2004-01-01,66,0.41416666666666674,0.7349166666666666,-5.0175833333333335,0.04080833333333333,0.04161066666666667,0.1441916666666667,0.358125,139.14058333333335,1
Taking The Long Way,2006-04-07,50,0.5210714285714285,0.6468571428571428,-4.220714285714285,0.03527142857142858,0.2929428571428571,0.15817142857142857,0.4153571428571428,105.22707142857142,1
River: The Joni Letters,2007-01-01,23,0.484,0.23245,-14.2623,0.040010000000000004,0.9127000000000001,0.10691999999999999,0.23650000000000002,110.59960000000001,1
Raising Sand,2007-10-23,41,0.5276153846153846,0.4518461538461539,-10.643769230769228,0.03775384615384615,0.4250384615384615,0.1235076923076923,0.42792307692307696,119.48553846153847,1
I AM...SASHA FIERCE,2008-11-14,79,0.5091818181818183,0.5499090909090909,-7.90609090909091,0.10925454545454545,0.2566381818181818,0.18042727272727277,0.4387272727272727,107.46954545454545,0
THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,69,0.7736,0.6588800000000002,-7.0358,0.13290799999999994,0.08820760000000001,0.25904800000000006,0.567,120.56952000000001,0
The Fame,2008-01-01,77,0.7791333333333333,0.76,-4.484733333333334,0.06406,0.06287733333333333,0.14683333333333334,0.7312000000000001,120.98713333333333,0
Big Whiskey and the GrooGrux King (Deluxe Edition),2009-06-02,18,0.5383157894736842,0.7651578947368423,-6.2307894736842115,0.05004210526315791,0.1289931052631579,0.4029105263157894,0.4983157894736843,113.6838947368421,0
The Fame Monster,2009-11-18,31,0.6298750000000001,0.80025,-5.195125,0.03964999999999999,0.060504325,0.22824999999999998,0.4797499999999999,115.0985,0
Need You Now,2010-01-01,69,0.589,0.7214545454545455,-4.764454545454546,0.03911818181818182,0.18583272727272726,0.16759090909090907,0.4313636363636363,117.1410909090909,0
Recovery,2010-06-18,80,0.668529411764706,0.9168823529411764,-2.503,0.2466588235294117,0.15259411764705882,0.3044941176470588,0.5481764705882354,114.81652941176469,0
Teenage Dream,2010-01-01,39,0.6565,0.7495833333333334,-4.752583333333334,0.057949999999999995,0.10405183333333333,0.211175,0.6042500000000001,132.92016666666666,0
Born This Way (International Special Edition Version),2011-05-23,73,0.6169565217391305,0.8019130434782609,-5.611130434782609,0.058643478260869575,0.009948056521739131,0.29262608695652176,0.4537391304347825,125.9956956521739,0
Doo-Wops & Hooligans,2010-10-05,76,0.62225,0.6500833333333333,-5.270833333333333,0.04319166666666666,0.37259166666666665,0.16873333333333332,0.5158333333333334,121.89566666666666,0
Loud,2010-11-16,59,0.6351666666666667,0.7775000000000002,-4.5032499999999995,0.08636666666666666,0.11115833333333335,0.1482166666666667,0.5325833333333333,130.41683333333333,0
Wasting Light,2011-04-12,59,0.4462727272727273,0.8188181818181818,-4.4920909090909085,0.03908181818181819,7.609363636363636e-05,0.24113636363636362,0.4785454545454545,132.50127272727272,0
Blunderbuss,2012-04-23,32,0.4396923076923077,0.6802307692307692,-10.771538461538459,0.07449230769230769,0.1785531,0.16557692307692307,0.5019230769230769,140.398,0
channel ORANGE (Explicit Version),2012-01-01,50,0.5468823529411765,0.48314117647058824,-10.392588235294117,0.1434764705882353,0.3993823529411764,0.27267647058823524,0.39844705882352943,112.03476470588234,0
El Camino,2011-12-06,74,0.5392727272727273,0.7234545454545455,-6.004363636363636,0.0411909090909091,0.022830363636363638,0.22433636363636367,0.5506363636363636,123.97636363636364,0
Some Nights,2012-02-21,45,0.4799999999999999,0.6999090909090909,-6.064454545454546,0.06915454545454545,0.14649342727272724,0.20661818181818178,0.48427272727272724,133.62245454545453,0
The Blessed Unrest,2013-07-16,72,0.5924166666666667,0.5650000000000001,-6.613833333333333,0.04084166666666667,0.2799433333333333,0.07876666666666667,0.42944166666666655,122.02649999999998,0
"good kid, m.A.A.d city",2012,57,0.5907857142857142,0.6661428571428571,-8.151357142857144,0.2916071428571429,0.12332707142857144,0.33235714285714285,0.3119642857142857,113.35350000000003,0
The Heist,2012-10-09,52,0.5880666666666667,0.7138000000000001,-7.067466666666667,0.21968000000000001,0.29885333333333336,0.15919333333333335,0.4980266666666667,110.48453333333333,0
Red (Big Machine Radio Release Special),2012-10-21,77,0.67403125,0.47253125,-9.639125,0.47902187500000004,0.45187053124999993,0.13901562499999998,0.5254999999999999,105.36468750000002,0
BEYONCÃ‰ [Platinum Edition],2014-11-24,73,0.5583999999999998,0.55365,-8.5243,0.136815,0.19387349999999998,0.2690100000000001,0.3747250000000001,129.90505000000002,0
G I R L,2014-03-03,78,0.7780909090909092,0.6894545454545455,-6.965090909090909,0.12566363636363634,0.17445454545454545,0.11931818181818182,0.6779999999999999,124.38109090909091,0
In The Lonely Hour,2014-01-01,85,0.5479,0.4286,-8.1084,0.05517999999999999,0.6087999999999999,0.14502,0.3394,101.89679999999998,0
x (Deluxe Edition),2014-06-21,85,0.6853750000000001,0.48806249999999995,-8.0725,0.06603124999999999,0.45783125,0.19366250000000002,0.5650625000000001,102.86793750000001,0
Beauty Behind The Madness,2015-08-28,84,0.5600714285714286,0.5202857142857144,-8.53042857142857,0.04922857142857144,0.2174428571428571,0.16828571428571432,0.2979642857142858,119.26714285714284,0
Sound & Color,2015-04-17,57,0.47725,0.6129166666666666,-6.2044999999999995,0.07183333333333332,0.4498769999999999,0.12014166666666669,0.42258333333333326,122.21441666666668,0
To Pimp A Butterfly,2015-03-16,75,0.59075,0.7076250000000001,-5.8020625,0.29417499999999996,0.32288875,0.31841875000000003,0.48718749999999994,103.4445625,0
Traveller,2015-05-04,66,0.5441428571428572,0.4445357142857142,-10.384214285714288,0.03300714285714286,0.28953357142857145,0.16071428571428573,0.4325714285714285,113.69414285714285,0
Lemonade,2016-04-23,78,0.5343846153846153,0.486,-9.684461538461537,0.14319230769230767,0.37818230769230765,0.25702307692307697,0.39903076923076924,124.169,0
Purpose (Deluxe),2015-11-13,73,0.5850526315789474,0.5941052631578948,-7.174473684210526,0.11796842105263158,0.33541052631578944,0.17014736842105266,0.4676263157894736,116.27310526315792,0
A Sailor's Guide to Earth,2016-04-15,52,0.45722222222222225,0.5861111111111111,-7.576888888888888,0.042811111111111105,0.24008555555555555,0.24186666666666667,0.44122222222222224,107.19533333333334,0
Views,2016-05-06,64,0.6759999999999999,0.52275,-8.927999999999997,0.15462000000000004,0.11893515000000002,0.20775000000000002,0.27082000000000006,119.79,0
"""Awaken, My Love!""",2016-12-02,83,0.6097272727272727,0.4732727272727273,-10.846545454545456,0.11835454545454543,0.3023840909090909,0.18214545454545455,0.48666363636363646,134.22663636363635,0
DAMN.,2017-04-14,81,0.6629999999999999,0.5848571428571429,-7.863857142857143,0.2757285714285715,0.17544442857142856,0.2230714285714286,0.4799285714285714,136.75185714285715,0
4:44,2017-07-07,65,0.6019,0.7475999999999999,-6.4276,0.3445,0.2949,0.26661999999999997,0.5576,118.431,0
Melodrama,2017-06-16,61,0.5894545454545455,0.4138181818181818,-9.371090909090908,0.0795,0.33582818181818175,0.11390909090909092,0.2749090909090909,102.87536363636364,0
beerbongs & bentleys,2018-04-27,76,0.6537222222222222,0.6317222222222223,-5.650555555555556,0.07289444444444443,0.3476666666666666,0.15215555555555552,0.3435555555555556,136.37077777777776,0
Black Panther The Album Music From And Inspired By,2018-02-09,61,0.6852142857142856,0.6192142857142856,-7.252571428571428,0.21603571428571433,0.18514357142857146,0.17894285714285715,0.42271428571428565,121.264,0
"By The Way, I Forgive You",2018-02-16,63,0.44509999999999994,0.5972,-5.876600000000001,0.043840000000000004,0.41339900000000007,0.13388999999999998,0.35740000000000005,111.56980000000001,0
Dirty Computer,2018-04-27,50,0.6399285714285714,0.46192857142857147,-9.782714285714286,0.08665714285714285,0.2762457142857143,0.27395714285714284,0.30496428571428563,108.68414285714287,0
H.E.R.,2017-10-20,66,0.5205238095238095,0.40471428571428575,-11.088333333333335,0.12462857142857145,0.4641433333333334,0.11641428571428573,0.26215714285714287,106.96690476190477,0
Invasion of Privacy,2018-04-06,78,0.8443076923076922,0.6135384615384616,-6.84376923076923,0.23815384615384616,0.10736230769230769,0.16876923076923075,0.4626153846153845,134.7073076923077,0
Scorpion,2018-06-29,76,0.71004,0.51164,-8.711559999999999,0.20606000000000002,0.1943276,0.184212,0.323028,121.66348000000002,0
Fanmail,1999-02-23,28,0.6917647058823528,0.6200588235294117,-7.341235294117647,0.1598647058823529,0.07315258823529411,0.21345882352941173,0.6078235294117647,114.40876470588238,0
Fly,1999-08-27,55,0.5938461538461539,0.5911923076923077,-8.442769230769231,0.03501538461538462,0.20760076923076923,0.1540461538461539,0.5682307692307693,129.98646153846155,0
Millennium,1999-05-18,80,0.643,0.6184166666666667,-6.766333333333335,0.03009166666666667,0.21787500000000004,0.18482500000000002,0.5111666666666668,120.62941666666666,0
When I Look In Your Eyes,1999-01-01,32,0.5319999999999999,0.16694615384615386,-16.167307692307695,0.04062307692307692,0.8778461538461537,0.12309230769230768,0.32599999999999996,109.45123076923076,0
Kid A,2000-10-01,55,0.3848181818181818,0.47545454545454535,-12.852272727272727,0.05730000000000001,0.49956090909090906,0.1777090909090909,0.2729,113.93454545454543,0
The Marshall Mathers LP,2000-05-23,76,0.7386666666666666,0.6762222222222223,-6.582055555555557,0.31761666666666666,0.14341277777777778,0.319211111111111,0.5775444444444445,101.64716666666668,0
Midnite Vultures,1999,35,0.623142857142857,0.7633571428571428,-7.551642857142858,0.07793571428571429,0.08912785714285713,0.29327857142857144,0.5982857142857142,105.55514285714287,0
You're The One,2000-10-03,32,0.5937857142857143,0.4962285714285714,-11.337428571428571,0.06408571428571429,0.5445714285714286,0.25905000000000006,0.48542857142857143,123.13071428571432,0
Acoustic Soul,2001-01-01,41,0.6638124999999999,0.40189375000000005,-9.9088125,0.06684375,0.36543125000000004,0.18845,0.51025,116.5983125,0
All That You Can't Leave Behind,2000-01-01,74,0.5283333333333333,0.668,-7.927499999999999,0.03265833333333333,0.16343366666666667,0.20346666666666668,0.40066666666666656,128.11299999999997,0
Love And Theft,2001-09-11,26,0.5750833333333335,0.6509166666666667,-8.882249999999999,0.05281666666666667,0.3251366666666667,0.13210833333333333,0.54225,103.52166666666666,0
Stankonia,2000-10-31,78,0.6738749999999999,0.6410000000000001,-9.587125000000002,0.210175,0.2139925,0.2662708333333334,0.5792499999999999,109.62774999999999,0
The Eminem Show,2002-05-26,68,0.7203499999999999,0.6049850000000001,-7.6232500000000005,0.28606000000000004,0.1263365,0.17504,0.5047150000000001,107.90125000000003,0
Home,2002-07-26,69,0.5274166666666665,0.47458333333333336,-7.476999999999999,0.03125833333333333,0.41987499999999994,0.20545,0.46208333333333335,141.97325,0
Nellyville,2002-06-25,44,0.780157894736842,0.5789473684210528,-9.75584210526316,0.3035,0.22910684210526314,0.23598421052631577,0.6735263157894736,118.12694736842107,0
The Rising,2002-07-30,49,0.5474666666666667,0.6797999999999998,-8.388,0.03151999999999999,0.12334060000000001,0.19129333333333334,0.61892,119.00526666666664,0
Elephant,2003-04-01,50,0.4666428571428571,0.5948785714285715,-8.682857142857143,0.15372857142857144,0.26525499999999996,0.14568571428571428,0.41150000000000003,118.61885714285712,0
Fallen,2003-01-01,76,0.35316666666666663,0.6950833333333333,-6.223916666666667,0.048558333333333335,0.21593333333333334,0.19782500000000003,0.2579416666666666,131.63308333333333,0
Justified,2002-11-04,76,0.7369230769230769,0.635,-7.178076923076923,0.07626153846153848,0.2972461538461539,0.09300769230769232,0.7183846153846154,102.81646153846152,0
Under Construction,2002-11-11,39,0.7442857142857144,0.6401428571428572,-6.915642857142857,0.3607857142857142,0.2717214285714286,0.2039,0.6628571428571427,106.26071428571429,0
American Idiot,2004-09-21,79,0.39222222222222225,0.8722222222222222,-3.789444444444445,0.06041111111111111,0.003178488888888889,0.19875555555555552,0.5091111111111111,142.24611111111113,0
The College Dropout,2004-02-10,53,0.5795238095238096,0.5935714285714285,-7.796428571428571,0.40761428571428576,0.36002190476190477,0.321,0.6649999999999999,109.78414285714284,0
Confessions (Expanded Edition),2004-03-23,59,0.7659523809523809,0.5603333333333332,-7.137857142857142,0.11863333333333333,0.133602,0.16093333333333334,0.6289523809523809,114.61876190476191,0
The Diary Of Alicia Keys,2003-12-02,63,0.6189333333333332,0.5841999999999999,-8.4724,0.10892,0.3447266666666667,0.18858666666666665,0.5039333333333333,113.403,0
Chaos And Creation In The Backyard,2005-09-12,29,0.5392857142857143,0.4920714285714286,-7.822357142857143,0.02947142857142857,0.41512142857142864,0.12350000000000001,0.3455714285714286,122.5272142857143,0
The Emancipation of Mimi,2005-01-01,57,0.7076666666666668,0.6012777777777778,-6.434555555555556,0.10465555555555556,0.20631611111111106,0.13619444444444445,0.6082222222222221,112.22833333333334,0
Late Registration,2005-09-30,79,0.6032380952380952,0.6365714285714285,-7.859190476190476,0.37405714285714287,0.18019523809523813,0.2008857142857143,0.5206666666666666,98.37633333333332,0
Love Angel Music Baby (Deluxe Version),2004-11-23,64,0.7471500000000002,0.8181499999999999,-4.25665,0.06911,0.11062290000000001,0.20361500000000005,0.6925000000000001,125.89090000000002,0
Continuum,2006-09-11,75,0.6250833333333333,0.46566666666666673,-9.1115,0.039133333333333326,0.463425,0.11887500000000002,0.45141666666666663,122.14733333333334,0
FutureSex/LoveSounds,2006-09-12,51,0.7636666666666668,0.5989166666666667,-6.225666666666666,0.10502500000000002,0.18945833333333337,0.22024166666666664,0.6431666666666667,108.09691666666669,0
St. Elsewhere,2006-05-02,33,0.67575,0.8496250000000001,-4.820625000000001,0.13177499999999998,0.1012470625,0.3277875,0.7598124999999999,127.8713125,0
Stadium Arcadium,2006-05-09,60,0.5261724137931035,0.7801034482758621,-4.526034482758621,0.08717241379310345,0.11802027586206895,0.17435862068965513,0.5006896551724138,119.37924137931034,0
Back To Black,2006-01-01,75,0.581090909090909,0.7633636363636362,-4.005727272727273,0.06627272727272727,0.2006672727272728,0.16203636363636365,0.5315454545454545,113.74136363636366,0
"Echoes, Silence, Patience & Grace",2007-09-25,78,0.4815833333333334,0.6265833333333334,-7.419500000000002,0.037950000000000005,0.20938548166666662,0.11032500000000002,0.345,131.73375000000001,0
Graduation,2007-09-11,71,0.5666153846153846,0.6303846153846154,-7.067230769230769,0.18657692307692308,0.11202923076923077,0.30746923076923083,0.5051538461538461,100.9906923076923,0
These Days,2006-01-01,14,0.5866744186046513,0.5678604651162792,-7.979581395348836,0.03173023255813954,0.4856302325581394,0.16573488372093026,0.5302279069767443,121.71158139534886,0
In Rainbows,2007-12-28,61,0.5294000000000001,0.5917,-8.693000000000001,0.03834,0.460245,0.09322,0.39461999999999997,121.13040000000001,0
Tha Carter III,2008-01-01,75,0.6790625,0.580375,-8.258249999999999,0.22584375,0.09141937500000001,0.25854375,0.5251875,125.07668749999999,0
Viva La Vida or Death and All His Friends,2008-05-26,80,0.3197,0.658,-8.2849,0.03863,0.115038,0.2088,0.26172,126.5672,0
Year Of The Gentleman,2008-01-01,72,0.684,0.6648333333333333,-5.78325,0.06075,0.2668249999999999,0.14245,0.49358333333333343,131.83866666666665,0
